Matric_Aggregate_Group,FTEN,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
0951_1000,T,SENR,29_34     ,African,F,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1
1201_1300,T,DEGR,29_34     ,African,M,ISINDEBELE,Employed,RANDBURG,Gauteng,1
0901_0950,F,DIPL,26_28     ,African,F,SESOTHO,Unemployed,JOHANNESBURG,Gauteng,1
1301_1400,F,DEGR,20_21     ,White,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1
0000_0000,F,DEGR,18_19     ,White,M,AFR/ENG,Employed,ALBERTON,Gauteng,1
0000_0000,T,DIPL,22_23     ,African,M,NORTHERN SOTHO,Unemployed,BOKSBURG,Gauteng,1
1151_1200,T,DEGR,24_25     ,African,F,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1
0000_0000,T,DIPL,26_28     ,African,F,ISIXHOSA,Unemployed,PINETOWN,KwaZulu-Natal,1
0000_0000,T,DEGR,26_28     ,African,M,XITSONGA,Employed,RANDBURG,Gauteng,1
1201_1300,T,DEGR,20_21     ,African,M,ISIZULU,Unemployed,ROODEPOORT,Gauteng,1
1201_1300,T,DEGR,26_28     ,African,M,XITSONGA,Employed,PRETORIA,Gauteng,1
1051_1100,F,DEGR,26_28     ,African,F,SETSWANA,Employed,JOHANNESBURG,Gauteng,1
1201_1300,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1
0851_0900,F,DIPL,24_25     ,African,F,SISWATI,Unemployed,GARANKUWA,Midlands,1
0951_1000,T,DIPL,24_25     ,Indian,M,ENGLISH,Employed,BOKSBURG,Gauteng,1
0001_0600,T,SENR,29_34     ,African,F,ISIZULU,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1
1151_1200,T,DEGR,24_25     ,African,F,SESOTHO,Unemployed,JOHANNESBURG,Gauteng,1
1201_1300,T,DEGR,24_25     ,African,M,ISIZULU,Student,JOHANNESBURG,Gauteng,1
1201_1300,T,DEGR,24_25     ,African,F,XITSONGA,Employed,KEMPTON PARK,Gauteng,1
0000_0000,T,DEGR,26_28     ,Indian,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,1
0000_0000,T,DEGR,24_25     ,White,M,AFR/ENG,Unemployed,PRETORIA,Gauteng,1
0951_1000,T,MATR,35_40     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
1051_1100,F,DEGR,20_21     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1
1051_1100,T,DEGR,26_28     ,African,M,SESOTHO,Employed,GERMISTON,Gauteng,1
1301_1400,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
1151_1200,T,MATR,41_50     ,White,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,1
0000_0000,T,DEGR,20_21     ,African,M,TSHIVENDA,Employed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,26_28     ,African,F,ISIZULU,Employed,JOHANNESBURG,Gauteng,1
0000_0000,T,KWAL,29_34     ,African,M,ENGLISH,Employed,BELLVILLE,Western Cape,1
1201_1300,T,DEGR,26_28     ,African,F,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1
1201_1300,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,SOSHANGUWE,Gauteng,1
1151_1200,F,DEGR,20_21     ,African,M,SETSWANA,Unemployed,GARANKUWA,Midlands,1
0000_0000,F,DEGR,20_21     ,African,F,SESOTHO,Unemployed,PRETORIA,Gauteng,1
1001_1050,T,MATR,41_50     ,African,M,ISIZULU,Unemployed,PINETOWN,KwaZulu-Natal,1
0000_0000,F,DEGR,20_21     ,African,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1
1051_1100,T,DIPL,24_25     ,African,F,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1
1201_1300,T,DEGR,26_28     ,African,M,TSHIVENDA,Unemployed,JOHANNESBURG,Gauteng,1
1051_1100,T,DEGR,26_28     ,African,M,ENGLISH,Employed,ROODEPOORT,Gauteng,1
1201_1300,T,DEGR,22_23     ,African,F,NORTHERN SOTHO,Employed,SOSHANGUWE,Gauteng,1
0000_0000,T,KWAL,35_40     ,African,M,ENGLISH,Employed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,26_28     ,African,F,TSHIVENDA,Employed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,24_25     ,African,M,ENGLISH,Unemployed,BELLVILLE,Western Cape,1
1101_1150,T,SENR,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1
0001_0600,T,KWAL,26_28     ,African,M,SESOTHO,Employed,JOHANNESBURG,Gauteng,1
1151_1200,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
1201_1300,F,MATR,35_40     ,White,M,ENGLISH,Employed,BOKSBURG,Gauteng,1
1301_1400,F,DEGR,20_21     ,White,F,ENGLISH,Unemployed,BELLVILLE,Western Cape,1
0000_0000,F,DEGR,22_23     ,African,M,NORTHERN SOTHO,Employed,BOKSBURG,Gauteng,1
0000_0000,T,DEGR,29_34     ,African,M,SISWATI,Employed,WONDERBOOM,Gauteng,1
0901_0950,F,DIPL,20_21     ,African,M,NORTHERN SOTHO,Unemployed,ALBERTON,Gauteng,1
0000_0000,F,DIPL,22_23     ,African,F,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,22_23     ,African,M,ISIXHOSA,Unemployed,MITCHELLS PLAIN,Western Cape,1
1301_1400,T,DEGR,26_28     ,African,M,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1
0000_0000,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
0000_0000,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,KUILS RIVER,Western Cape,1
0901_0950,F,DIPL,20_21     ,African,F,ISIXHOSA,Employed,UMLAZI,KwaZulu-Natal,1
0000_0000,F,HCER,24_25     ,African,M,XITSONGA,Unemployed,JOHANNESBURG,Gauteng,1
0901_0950,F,DIPL,20_21     ,African,M,ENGLISH,Employed,PIETERSBURG,North Eastern,1
1401_3000,T,MATR,29_34     ,White,M,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1
0000_0000,T,DEGR,24_25     ,White,M,ENGLISH,Unemployed,ROODEPOORT,Gauteng,1
0951_1000,F,DIPL,22_23     ,African,M,ISIZULU,Employed,GARANKUWA,Midlands,1
1201_1300,T,DEGR,20_21     ,African,M,ISIZULU,Unemployed,PRETORIA,Gauteng,1
0000_0000,F,DIPL,24_25     ,African,F,SETSWANA,Unemployed,RANDBURG,Gauteng,1
0000_0000,T,KWAL,24_25     ,African,F,ENGLISH,Student,JOHANNESBURG,Gauteng,1
1101_1150,F,DEGR,24_25     ,African,M,ISIZULU,Employed,RANDBURG,Gauteng,1
1151_1200,T,DEGR,24_25     ,African,F,TSHIVENDA,Unemployed,PRETORIA,Gauteng,1
0000_0000,F,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,1
0000_0000,T,KWAL,26_28     ,African,M,ENGLISH,Employed,BELLVILLE,Western Cape,1
1201_1300,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1
1401_3000,T,DEGR,20_21     ,Coloured,F,ENGLISH,Unemployed,DURBAN,KwaZulu-Natal,1
0000_0000,T,DIPL,18_19     ,African,F,ENGLISH,Employed,GARANKUWA,Midlands,1
0901_0950,T,MATR,35_40     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,24_25     ,White,F,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1
0901_0950,T,SENR,29_34     ,African,M,SETSWANA,Employed,GOODWOOD,Western Cape,1
1051_1100,T,DEGR,26_28     ,African,F,SETSWANA,Unemployed,BOKSBURG,Gauteng,1
0000_0000,T,KWAL,22_23     ,African,F,SETSWANA,Student,RANDBURG,Gauteng,1
1201_1300,F,DEGR,22_23     ,White,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1
1151_1200,T,DEGR,26_28     ,African,M,SISWATI,Employed,KEMPTON PARK,Gauteng,1
0001_0600,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1
0000_0000,T,DEGR,29_34     ,African,F,ISIXHOSA,Employed,KEMPTON PARK,Gauteng,1
0000_0000,T,KWAL,29_34     ,African,M,ISIXHOSA,Employed,DURBAN,KwaZulu-Natal,1
1051_1100,T,DEGR,24_25     ,African,M,SETSWANA,Employed,PRETORIA,Gauteng,1
1051_1100,T,DEGR,26_28     ,Coloured,F,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1
0601_0800,F,HCER,29_34     ,African,M,TSHIVENDA,Unemployed,PRETORIA,Gauteng,1
0851_0900,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1
0951_1000,T,DIPL,24_25     ,African,F,ENGLISH,Employed,KEMPTON PARK,Gauteng,1
1151_1200,F,DEGR,20_21     ,Indian,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1
1101_1150,T,DEGR,24_25     ,African,F,NORTHERN SOTHO,Unemployed,WITBANK,North Eastern,1
0000_0000,T,DEGR,18_19     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1
0000_0000,T,DIPL,26_28     ,African,F,SETSWANA,Employed,KEMPTON PARK,Gauteng,1
1401_3000,T,DEGR,24_25     ,White,M,AFR/ENG,Unemployed,BELLVILLE,Western Cape,1
0601_0800,T,SENR,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1
1051_1100,F,DEGR,22_23     ,African,M,ENGLISH,Unemployed,PINETOWN,KwaZulu-Natal,1
1301_1400,T,DEGR,26_28     ,African,M,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,1
0001_0600,F,KWAL,20_21     ,African,F,ENGLISH,Employed,RUSTENBURG,Midlands,1
1301_1400,T,DEGR,22_23     ,African,M,NORTHERN SOTHO,Unemployed,BENONI,Gauteng,1
1401_3000,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,1
1201_1300,F,DEGR,22_23     ,White,M,ENGLISH,Employed,GERMISTON,Gauteng,1
0000_0000,F,DEGR,22_23     ,African,M,ISIXHOSA,Unemployed,JOHANNESBURG,Gauteng,1
1401_3000,T,DEGR,26_28     ,White,F,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1
0000_0000,T,KWAL,26_28     ,African,F,ISIZULU,Employed,PRETORIA,Gauteng,1
0001_0600,T,MATR,29_34     ,African,M,SISWATI,Employed,Unknown,Unknown,1
0951_1000,T,DIPL,24_25     ,African,M,SETSWANA,Employed,WONDERBOOM,Gauteng,1
0851_0900,T,HCER,22_23     ,African,M,SETSWANA,Employed,SOSHANGUWE,Gauteng,1
0000_0000,F,DEGR,22_23     ,African,M,SETSWANA,Employed,JOHANNESBURG,Gauteng,1
0000_0000,F,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,RANDBURG,Gauteng,1
0000_0000,T,KWAL,26_28     ,Indian,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,1
0901_0950,T,DEGR,24_25     ,African,M,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1
0000_0000,T,DEGR,29_34     ,African,M,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
0000_0000,F,DIPL,26_28     ,African,F,TSHIVENDA,Employed,JOHANNESBURG,Gauteng,1
1401_3000,T,DEGR,24_25     ,White,M,AFR/ENG,Employed,PRETORIA,Gauteng,1
0951_1000,T,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,1
1201_1300,F,DEGR,18_19     ,African,F,ENGLISH,Unemployed,RANDBURG,Gauteng,1
1151_1200,T,DEGR,24_25     ,Indian,M,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1
0000_0000,T,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1
0000_0000,T,DEGR,26_28     ,African,M,ENGLISH,Employed,GERMISTON,Gauteng,1
0801_0850,T,DIPL,24_25     ,African,F,ISIZULU,Unemployed,PRETORIA,Gauteng,1
0000_0000,F,DEGR,22_23     ,African,M,ENGLISH,Unemployed,ROODEPOORT,Gauteng,1
1051_1100,T,DEGR,26_28     ,African,F,ISIZULU,Employed,GERMISTON,Gauteng,1
1301_1400,T,DEGR,26_28     ,African,M,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1
1151_1200,T,DEGR,26_28     ,African,M,SESOTHO,Employed,JOHANNESBURG,Gauteng,1
0001_0600,F,SENR,29_34     ,African,M,ISIXHOSA,Employed,BELLVILLE,Western Cape,1
1101_1150,T,DEGR,26_28     ,African,M,ISIZULU,Employed,BOKSBURG,Gauteng,1
1051_1100,T,DEGR,24_25     ,African,F,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,1
0000_0000,F,DIPL,29_34     ,African,F,TSHIVENDA,Unemployed,ROODEPOORT,Gauteng,1
1101_1150,T,DEGR,26_28     ,African,M,ISIXHOSA,Employed,JOHANNESBURG,Gauteng,1
1001_1050,T,SENR,35_40     ,African,M,NORTHERN SOTHO,Employed,SOSHANGUWE,Gauteng,1
1201_1300,F,DEGR,20_21     ,African,F,SETSWANA,Employed,KEMPTON PARK,Gauteng,1
1201_1300,T,DEGR,29_34     ,African,M,ISIXHOSA,Employed,PIETERMARITZBURG,KwaZulu-Natal,1
1101_1150,F,DEGR,20_21     ,African,M,SETSWANA,Employed,RUSTENBURG,Midlands,1
0901_0950,F,DIPL,20_21     ,African,M,SETSWANA,Unemployed,ROODEPOORT,Gauteng,1
1301_1400,T,MATR,35_40     ,Coloured,M,ENGLISH,Employed,KUILS RIVER,Western Cape,1
0601_0800,T,DEGR,29_34     ,Indian,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1
1051_1100,T,DEGR,22_23     ,African,M,ENGLISH,Unemployed,GOODWOOD,Western Cape,1
0000_0000,T,DIPL,29_34     ,African,M,NORTHERN SOTHO,Employed,BENONI,Gauteng,1
0901_0950,F,DIPL,29_34     ,African,M,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1
0000_0000,T,KWAL,26_28     ,African,M,ENGLISH,Employed,GOODWOOD,Western Cape,1
1301_1400,T,MATR,35_40     ,African,M,SETSWANA,Employed,WONDERBOOM,Gauteng,1
1201_1300,T,DEGR,26_28     ,African,F,ISINDEBELE,Unemployed,WITBANK,North Eastern,1
0000_0000,F,DEGR,18_19     ,African,F,NORTHERN SOTHO,Employed,WONDERBOOM,Gauteng,1
1001_1050,F,DEGR,24_25     ,African,F,NORTHERN SOTHO,Unemployed,RANDBURG,Gauteng,1
1201_1300,T,DEGR,24_25     ,Indian,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1
1401_3000,T,MATR,35_40     ,White,M,ENGLISH,Employed,GERMISTON,Gauteng,1
0901_0950,F,DIPL,20_21     ,African,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1
1201_1300,T,DEGR,26_28     ,African,M,ENGLISH,Unemployed,MITCHELLS PLAIN,Western Cape,1
0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1
0901_0950,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,PIETERSBURG,North Eastern,1
0000_0000,F,DEGR,18_19     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1
0901_0950,T,DEGR,20_21     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1
0000_0000,F,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1
0000_0000,T,DEGR,22_23     ,White,M,AFRIKAANS,Unemployed,KEMPTON PARK,Gauteng,1
0001_0600,T,SENR,35_40     ,African,F,XITSONGA,Employed,GERMISTON,Gauteng,1
1401_3000,T,DEGR,29_34     ,Indian,M,ENGLISH,Employed,GERMISTON,Gauteng,1
1301_1400,T,DEGR,22_23     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1
0000_0000,T,DEGR,26_28     ,African,F,ISIZULU,Employed,PINETOWN,KwaZulu-Natal,1
1101_1150,T,MATR,29_34     ,African,F,ISIXHOSA,Employed,PRETORIA,Gauteng,1
0601_0800,T,DEGR,22_23     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,1
1051_1100,T,DEGR,24_25     ,African,M,SISWATI,Employed,KEMPTON PARK,Gauteng,1
1401_3000,T,DEGR,22_23     ,White,F,AFRIKAANS,Unemployed,DURBAN,KwaZulu-Natal,1
1151_1200,T,MATR,41_50     ,African,M,ISIZULU,Employed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,24_25     ,African,M,ISIZULU,Employed,ALBERTON,Gauteng,1
1001_1050,T,DEGR,26_28     ,African,M,ISIZULU,Unemployed,JOHANNESBURG,Gauteng,1
0951_1000,F,DIPL,24_25     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
0000_0000,T,DEGR,22_23     ,Indian,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,1
1051_1100,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
1201_1300,T,DEGR,22_23     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
1051_1100,T,DEGR,24_25     ,African,M,SESOTHO,Employed,Unknown,Unknown,1
1001_1050,T,DEGR,24_25     ,White,M,ENGLISH,Employed,BENONI,Gauteng,1
0901_0950,T,DIPL,20_21     ,African,F,TSHIVENDA,Employed,JOHANNESBURG,Gauteng,1
0000_0000,F,DEGR,26_28     ,African,M,ISIZULU,Employed,BOKSBURG,Gauteng,1
0000_0000,T,KWAL,26_28     ,African,M,SETSWANA,Unemployed,JOHANNESBURG,Gauteng,1
0001_0600,T,SENR,29_34     ,African,M,ISIZULU,Employed,PINETOWN,KwaZulu-Natal,1
1201_1300,T,DEGR,22_23     ,African,M,ISIZULU,Employed,PINETOWN,KwaZulu-Natal,1
1051_1100,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,ALBERTON,Gauteng,1
0000_0000,T,DEGR,29_34     ,White,M,ENGLISH,Employed,Unknown,Unknown,1
0000_0000,T,DEGR,26_28     ,White,F,AFR/ENG,Employed,ROODEPOORT,Gauteng,1
0801_0850,F,HCER,22_23     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
0951_1000,T,DEGR,26_28     ,Coloured,M,ENGLISH,Unemployed,GOODWOOD,Western Cape,1
1201_1300,T,DEGR,29_34     ,African,M,ISIZULU,Employed,WITBANK,North Eastern,1
0000_0000,T,DIPL,26_28     ,African,F,ISIZULU,Student,DURBAN,KwaZulu-Natal,1
1201_1300,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1
1301_1400,T,DEGR,22_23     ,African,M,NORTHERN SOTHO,Unemployed,Unknown,Unknown,1
0951_1000,T,DIPL,26_28     ,African,F,SESOTHO,Unemployed,PRETORIA,Gauteng,1
0000_0000,T,DEGR,22_23     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,1
0851_0900,T,SENR,35_40     ,Coloured,M,ENGLISH,Employed,KUILS RIVER,Western Cape,1
1301_1400,T,DEGR,22_23     ,African,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1
0951_1000,T,DIPL,26_28     ,African,M,ISIZULU,Employed,UMLAZI,KwaZulu-Natal,1
1301_1400,T,MATR,29_34     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1
1051_1100,F,DEGR,18_19     ,African,F,SESOTHO,Unemployed,WONDERBOOM,Gauteng,1
1201_1300,T,DEGR,22_23     ,White,F,AFR/ENG,Unemployed,BENONI,Gauteng,1
0000_0000,F,DIPL,29_34     ,African,F,ISIZULU,Employed,GARANKUWA,Midlands,1
1301_1400,T,DEGR,26_28     ,White,M,AFR/ENG,Employed,PRETORIA,Gauteng,1
0000_0000,T,KWAL,35_40     ,African,F,TSHIVENDA,Employed,KEMPTON PARK,Gauteng,1
1051_1100,T,MATR,29_34     ,African,M,ISIZULU,Employed,WONDERBOOM,Gauteng,1
1151_1200,F,DEGR,20_21     ,White,M,ENGLISH,Employed,PRETORIA,Gauteng,1
1301_1400,T,DEGR,26_28     ,African,F,ISIXHOSA,Employed,KUILS RIVER,Western Cape,1
0851_0900,F,DIPL,24_25     ,African,M,SETSWANA,Unemployed,RUSTENBURG,Midlands,1
